,name,rating,review,url,brand_id,seller_name,variant_hash,color_family,RAM Memory,Storage Capacity,price,Brand,Number Of Cameras,Model Year,Wireless Charging,SIM Type,Battery Capacity,Camera Front (Megapixels),price_value
1285,Blue Samsung Galaxy ,0.0,0.0,https://www.daraz.com.np/products/blue-samsung-galaxy-m33-6gb128gb-ii-66-tft-lcd-120hz-ii-battery-5000-mah-i124915598-s1033930267.html?search=1,4198,Galaxy Mobile,variant: 1285,Blue,Other,128GB,"Rs. 34,000",Samsung,5,2023,No,Not Specified,Not Specified,Not Specified,34000.0
1286,OPPO F21 PRO,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-on-display-finger-print-64mp-camera-33w-super-vooc-4500mah-battery-i118202578-s1032399083.html?search=1,12933,ARUN ELECTRONICS,variant: 1286,Sunset Orange,8GB,128GB,"Rs. 42,139",OPPO,3,2022,No,Nano,4000 - 4999 mAh,32,42139.0
1287,OPPO F21 PRO,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-on-display-finger-print-64mp-camera-33w-super-vooc-4500mah-battery-i118202578-s1032399083.html?search=1,12933,ARUN ELECTRONICS,variant: 1287,Cosmic Black,8GB,128GB,"Rs. 42,139",OPPO,3,2022,No,Nano,4000 - 4999 mAh,32,42139.0
1288,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 1288,BLUE,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
1289,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 1289,RED,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
1290,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 1290,PURPLE,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
1291,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 1291,Black,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1292,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 1292,Green,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1293,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 1293,Red,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1294,Samsung Galaxy M11 R,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m11-rear-triple-camera-13mp5mp2mp-selfie-8mp-i104136453-s1024960835.html?search=1,4198,Anzal Mobile House,variant: 1294,Black,3GB,32GB,"Rs. 18,999",Samsung,4,2020,No,Not Specified,Not Specified,Not Specified,18999.0
1295,Samsung Galaxy M11 R,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m11-rear-triple-camera-13mp5mp2mp-selfie-8mp-i104136453-s1024960835.html?search=1,4198,Anzal Mobile House,variant: 1295,Blue,3GB,32GB,"Rs. 18,999",Samsung,4,2020,No,Not Specified,Not Specified,Not Specified,18999.0
1296,Oppo F21 Pro,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-32mp-selfie-camera-64mp2mp2mp-main-camera-qualcomm-sm6225-snapdragon-680-chipset-amoled-90hz-display-i125118397-s1034068848.html?search=1,12933,246Impex,variant: 1296,Orange,8GB,128GB,"Rs. 39,999",OPPO,4,2022,No,Nano,4000 - 4999 mAh,32MP,39999.0
1297,Oppo F21 Pro,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-32mp-selfie-camera-64mp2mp2mp-main-camera-qualcomm-sm6225-snapdragon-680-chipset-amoled-90hz-display-i125118397-s1034068848.html?search=1,12933,246Impex,variant: 1297,Black,8GB,128GB,"Rs. 39,999",OPPO,4,2022,No,Nano,4000 - 4999 mAh,32MP,39999.0
1298,Samsung Galaxy M21,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m21-6gb-ram-128gb-rom-64mp-triple-camera-i104130508-s1024966823.html?search=1,4198,Anzal Mobile House,variant: 1298,Blue,6GB,128GB,"Rs. 27,499",Samsung,4,2020,No,Not Specified,6000 - 6999 mAh,Not Specified,27499.0
1299,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 1299,Black,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
1300,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 1300,Violet,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
1301,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 1301,Green,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
1302,Itel Vision 3 3GB RA,0.0,0.0,https://www.daraz.com.np/products/itel-vision-3-3gb-ram64gb-rom-5000mah-battery-18w-fast-charging-i124908738-s1033933090.html?search=1,186606,Galaxy Mobile,variant: 1302,Blue,Other,64GB,"Rs. 13,500",Itel,1,2022,No,Not Specified,Not Specified,Not Specified,13500.0
1303,Oppo A17k  3GB RAM 6,0.0,0.0,https://www.daraz.com.np/products/oppo-a17k-3gb-ram-64gb-rom-side-fingerprint-unluck-5000-mah-battery-i123185329-s1033472250.html?search=1,12933,NS Traders Suppliers,variant: 1303,Blue,3GB,64GB,"Rs. 14,990",OPPO,2,2023,No,Not Specified,5000 - 5999 mAh,5mp,14990.0
1304,ZTE Blade A52 4,0.0,0.0,https://www.daraz.com.np/products/zte-blade-a52-464-gb-crystal-blue-dual-4g-sim-i118728657-s1032530268.html?search=1,12968,Annapurna IT,variant: 1304,crystal blue,4GB,64GB,"Rs. 16,900",ZTE,4,2022,No,Not Specified,5000 - 5999 mAh,5,16900.0
1305,Infinix Hot 10 Play ,0.0,0.0,https://www.daraz.com.np/products/infinix-hot-10-play-mobile-4gb-ram-64-gb-rom-i123907594-s1033622716.html?search=1,39704,Santosh  Electronics,variant: 1305,Light blue,4GB,64GB,"Rs. 17,000",No Brand,2,2022,No,Not Specified,5000 - 5999 mAh,8,17000.0
1306,Oneplus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4gb64gb-50mp-rear-camera-656-hd-display-33w-fast-charging-i125708863-s1034084291.html?search=1,12944,AR Tech Factory,variant: 1306,Black,4GB,64GB,"Rs. 22,799",OnePlus,3,2022,No,Nano,5000 - 5999 mAh,8,22799.0
1307,Oneplus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4gb64gb-50mp-rear-camera-656-hd-display-33w-fast-charging-i125708863-s1034084291.html?search=1,12944,AR Tech Factory,variant: 1307,Blue,4GB,64GB,"Rs. 22,799",OnePlus,3,2022,No,Nano,5000 - 5999 mAh,8,22799.0
1308,Apple iPhone 14,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-isure-i122704323-s1033385506.html?search=1,4178,iSure.,variant: 1308,Purple,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Not Specified,3000 - 3999 mAh,12MP,138990.0
1309,Tecno Spark 7T 4GB R,0.0,0.0,https://www.daraz.com.np/products/tecno-spark-7t-4gb-ram-128gb-rom-6000mah-battery-48mp-dual-back-camera-i119475980-s1032705326.html?search=1,63029,Newage Gadgets And Electronic,variant: 1309,Black,4GB,128GB,"Rs. 17,990",Technos,3,2022,No,Not Specified,6000 - 6999 mAh,8,17990.0
1310,Micromax in 2b,0.0,0.0,https://www.daraz.com.np/products/micromax-in-2b6gb-ram64gb-rom-i119162054-s1032624528.html?search=1,24998,Bharat Trade Pvt. Ltd.,variant: 1310,Black,6GB,64GB,"Rs. 17,990",Micromax,2,2021,No,Nano,5000 - 5999 mAh,5,17990.0
1311,Micromax in 2b,0.0,0.0,https://www.daraz.com.np/products/micromax-in-2b6gb-ram64gb-rom-i119162054-s1032624528.html?search=1,24998,Bharat Trade Pvt. Ltd.,variant: 1311,Blue,6GB,64GB,"Rs. 17,990",Micromax,2,2021,No,Nano,5000 - 5999 mAh,5,17990.0
1312,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1312,Grey,4GB,128GB,"Rs. 22,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,22999.0
1313,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1313,Grey,6GB,128GB,"Rs. 24,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,24999.0
1314,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1314,Blue,8GB,128GB,"Rs. 26,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,26999.0
1315,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1315,Grey,8GB,128GB,"Rs. 26,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,26999.0
1316,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1316,Blue,4GB,128GB,"Rs. 22,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,22999.0
1317,Redmi Note 12,4.4,16.0,https://www.daraz.com.np/products/redmi-note-12-snapdragon-685-33w-fast-charging-120hz-amoled-display-i126079278-s1034152775.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1317,Green,4GB,128GB,"Rs. 22,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,13MP front camera,22999.0
1318,Redmi Note 12 Pro 5G,5.0,12.0,https://www.daraz.com.np/products/redmi-note-12-pro-5g-8256-gb-flagship-imx766-camera-67w-turbo-charging-120hz-amoled-display-i126064845-s1034153642.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1318,Midnight Black,8GB,256GB,"Rs. 41,999",Redmi,4,2023,No,Nano,5000 - 5999 mAh,16MP front camera,41999.0
1319,Samsung Galaxy M04,4.8,4.0,https://www.daraz.com.np/products/samsung-galaxy-m04-4gb-ram-64-gb-rom-5000-mah-battery-i125200622-s1033993374.html?search=1,4198,Integrated Mobility Solutions Pvt. Ltd.,variant: 1319,Dark blue,4GB,64GB,"Rs. 15,499",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,15499.0
1320,Samsung Galaxy M04,4.8,4.0,https://www.daraz.com.np/products/samsung-galaxy-m04-4gb-ram-64-gb-rom-5000-mah-battery-i125200622-s1033993374.html?search=1,4198,Integrated Mobility Solutions Pvt. Ltd.,variant: 1320,Light green,4GB,64GB,"Rs. 15,499",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,15499.0
1321,Apple iPhone 11,4.9,54.0,https://www.daraz.com.np/products/apple-iphone-11-128-gb-oliz-store-i107988223-s1033631800.html?search=1,4178,Oliz Store,variant: 1321,Black,4GB,128GB,"Rs. 89,900",Apple,3,Not Specified,Yes,Not Specified,3000 - 3999 mAh,12 MP,89900.0
1322,Apple iPhone 14 Pro ,4.4,8.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-oliz-store-i122720232-s1033359471.html?search=1,4178,Oliz Store,variant: 1322,Black/Space,6GB,128GB,"Rs. 198,890",Apple,3,2022,Yes,Not Specified,Not Specified,12,198890.0
1323,Apple iPhone 14 Pro ,4.4,8.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-oliz-store-i122720232-s1033359471.html?search=1,4178,Oliz Store,variant: 1323,Gold,6GB,128GB,"Rs. 198,890",Apple,3,2022,Yes,Not Specified,Not Specified,12,198890.0
1324,Apple iPhone 14 Pro ,4.4,8.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-oliz-store-i122720232-s1033359471.html?search=1,4178,Oliz Store,variant: 1324,Black/Space,6GB,256GB,"Rs. 217,790",Apple,3,2022,Yes,Not Specified,Not Specified,12,217790.0
1325,Apple iPhone 14 Pro ,4.4,8.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-oliz-store-i122720232-s1033359471.html?search=1,4178,Oliz Store,variant: 1325,Purple/Deep,6GB,256GB,"Rs. 217,790",Apple,3,2022,Yes,Not Specified,Not Specified,12,217790.0
1326,Apple iPhone 14 Pro ,4.4,8.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-oliz-store-i122720232-s1033359471.html?search=1,4178,Oliz Store,variant: 1326,Gold,6GB,256GB,"Rs. 217,790",Apple,3,2022,Yes,Not Specified,Not Specified,12,217790.0
1327,Samsung Galaxy A34 5,4.5,2.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128gb-66-inches-super-amoled-120hz-display-triple-camera-48mp8mp5mp-4k30fps-video-i125800378-s1034100511.html?search=1,4198,246Impex,variant: 1327,Silver,8GB,128GB,"Rs. 45,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,45999.0
1328,Samsung Galaxy A34 5,4.5,2.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128gb-66-inches-super-amoled-120hz-display-triple-camera-48mp8mp5mp-4k30fps-video-i125800378-s1034100511.html?search=1,4198,246Impex,variant: 1328,Violet,8GB,128GB,"Rs. 45,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,45999.0
1329,Samsung Galaxy A34 5,4.5,2.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128gb-66-inches-super-amoled-120hz-display-triple-camera-48mp8mp5mp-4k30fps-video-i125800378-s1034100511.html?search=1,4198,246Impex,variant: 1329,Black,8GB,128GB,"Rs. 45,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,45999.0
1330,Redmi A1,4.6,23.0,https://www.daraz.com.np/products/redmi-a1-ram-2-gb-rom-32-gb-652-display-leather-texture-design-5000mah-battery-mobile-phone-i120682197-s1032906819.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1330,Light green,2GB,32GB,"Rs. 11,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5 MP,11999.0
1331,Redmi A1,4.6,23.0,https://www.daraz.com.np/products/redmi-a1-ram-2-gb-rom-32-gb-652-display-leather-texture-design-5000mah-battery-mobile-phone-i120682197-s1032906819.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1331,Black,2GB,32GB,"Rs. 11,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5 MP,11999.0
1332,Redmi A1,4.6,23.0,https://www.daraz.com.np/products/redmi-a1-ram-2-gb-rom-32-gb-652-display-leather-texture-design-5000mah-battery-mobile-phone-i120682197-s1032906819.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1332,Light blue,2GB,32GB,"Rs. 11,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5 MP,11999.0
1333,realme 10 Pro Plus,4.8,18.0,https://www.daraz.com.np/products/realme-10-pro-plus-curved-display-108mp-pro-light-camera-5000mah-massive-battery-i122368841-s1033942293.html?search=1,202391,Realme,variant: 1333,Nebula Blue,8GB,128GB,"Rs. 45,999",RealMe,4,2022,Not Specified,Nano,4000 - 4999 mAh,16MP,45999.0
1334,realme 10 Pro Plus,4.8,18.0,https://www.daraz.com.np/products/realme-10-pro-plus-curved-display-108mp-pro-light-camera-5000mah-massive-battery-i122368841-s1033942293.html?search=1,202391,Realme,variant: 1334,Hyperspace,8GB,128GB,"Rs. 45,999",RealMe,4,2022,Not Specified,Nano,4000 - 4999 mAh,16MP,45999.0
1335,Redmi 12C,0.0,0.0,https://www.daraz.com.np/products/redmi-12c-671-immersive-display-50mp-ai-dual-camera-5000mah-long-lasting-battery-i126208080-s1034223116.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1335,Graphite Gray,3GB,32GB,"Rs. 13,499",Redmi,3,2023,No,Not Specified,5000 - 5999 mAh,5MP,13499.0
1336,Redmi 12C,0.0,0.0,https://www.daraz.com.np/products/redmi-12c-671-immersive-display-50mp-ai-dual-camera-5000mah-long-lasting-battery-i126208080-s1034223116.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1336,Ocean Blue,3GB,32GB,"Rs. 13,499",Redmi,3,2023,No,Not Specified,5000 - 5999 mAh,5MP,13499.0
1337,Redmi 12C,0.0,0.0,https://www.daraz.com.np/products/redmi-12c-671-immersive-display-50mp-ai-dual-camera-5000mah-long-lasting-battery-i126208080-s1034223116.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1337,Graphite Gray,4GB,64GB,"Rs. 14,499",Redmi,3,2023,No,Not Specified,5000 - 5999 mAh,5MP,14499.0
1338,Redmi 12C,0.0,0.0,https://www.daraz.com.np/products/redmi-12c-671-immersive-display-50mp-ai-dual-camera-5000mah-long-lasting-battery-i126208080-s1034223116.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1338,Ocean Blue,4GB,64GB,"Rs. 14,499",Redmi,3,2023,No,Not Specified,5000 - 5999 mAh,5MP,14499.0
1339,Redmi 12C,0.0,0.0,https://www.daraz.com.np/products/redmi-12c-671-immersive-display-50mp-ai-dual-camera-5000mah-long-lasting-battery-i126208080-s1034223116.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1339,Mint Green,3GB,32GB,"Rs. 13,499",Redmi,3,2023,No,Not Specified,5000 - 5999 mAh,5MP,13499.0
1340,Samsung Galaxy A23,3.9,10.0,https://www.daraz.com.np/products/samsung-galaxy-a23-6gb128gb-ii-quad-camera-50mp-wide-4k-video-ii-battery-5000-mah-mobile-phone-i113691620-s1034026243.html?search=1,133938,246Impex,variant: 1340,Peach,6GB,128GB,"Rs. 27,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",27999.0
1341,Samsung Galaxy A23,3.9,10.0,https://www.daraz.com.np/products/samsung-galaxy-a23-6gb128gb-ii-quad-camera-50mp-wide-4k-video-ii-battery-5000-mah-mobile-phone-i113691620-s1034026243.html?search=1,133938,246Impex,variant: 1341,Black,6GB,128GB,"Rs. 27,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",27999.0
1342,Samsung Galaxy A23,3.9,10.0,https://www.daraz.com.np/products/samsung-galaxy-a23-6gb128gb-ii-quad-camera-50mp-wide-4k-video-ii-battery-5000-mah-mobile-phone-i113691620-s1034026243.html?search=1,133938,246Impex,variant: 1342,Blue,6GB,128GB,"Rs. 27,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",27999.0
1343,realme 10 4G,5.0,4.0,https://www.daraz.com.np/products/realme-10-4g-90hz-super-amoled-display-5000mah-33w-super-vooc-charging-i124896693-s1033934982.html?search=1,202391,Realme,variant: 1343,Clash White,8GB,128GB,"Rs. 29,999",RealMe,3,2022,Not Specified,Not Specified,4000 - 4999 mAh,16MP,29999.0
1344,realme 10 4G,5.0,4.0,https://www.daraz.com.np/products/realme-10-4g-90hz-super-amoled-display-5000mah-33w-super-vooc-charging-i124896693-s1033934982.html?search=1,202391,Realme,variant: 1344,Rush Black,8GB,128GB,"Rs. 29,999",RealMe,3,2022,Not Specified,Not Specified,4000 - 4999 mAh,16MP,29999.0
1345,Samsung Galaxy M04,5.0,4.0,https://www.daraz.com.np/products/samsung-galaxy-m04-4gb-ram-128-gb-rom-5000-mah-battery-i125202775-s1033989738.html?search=1,4198,Integrated Mobility Solutions Pvt. Ltd.,variant: 1345,Dark blue,4GB,128GB,"Rs. 17,499",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,17499.0
1346,Samsung Galaxy M04,5.0,4.0,https://www.daraz.com.np/products/samsung-galaxy-m04-4gb-ram-128-gb-rom-5000-mah-battery-i125202775-s1033989738.html?search=1,4198,Integrated Mobility Solutions Pvt. Ltd.,variant: 1346,Light green,4GB,128GB,"Rs. 17,499",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,17499.0
1347,POCO M5,4.7,16.0,https://www.daraz.com.np/products/poco-m5-ram-4-gb-rom-64-gb-658-fhd-dotdrop-display-i120749371-s1032927022.html?search=1,123529457,Vatsal Impex Pvt Ltd,variant: 1347,Icy Blue,4GB,64GB,"Rs. 20,499",POCO,4,2022,No,Not Specified,5000 - 5999 mAh,50+2+2,20499.0
1348,POCO M5,4.7,16.0,https://www.daraz.com.np/products/poco-m5-ram-4-gb-rom-64-gb-658-fhd-dotdrop-display-i120749371-s1032927022.html?search=1,123529457,Vatsal Impex Pvt Ltd,variant: 1348,Power Black,4GB,64GB,"Rs. 20,499",POCO,4,2022,No,Not Specified,5000 - 5999 mAh,50+2+2,20499.0
1349,Nokia G10,4.3,36.0,https://www.daraz.com.np/products/nokia-g10-4gb64gb-ta-1334-ds-652-display-5050mah-battery-i111361628-s1031150514.html?search=1,4158,ARUN ELECTRONICS,variant: 1349,Dark blue,4GB,64GB,"Rs. 14,299",Nokia,4,2021,No,Nano,5000 - 5999 mAh,8,14299.0
1350,Nokia G10,4.3,36.0,https://www.daraz.com.np/products/nokia-g10-4gb64gb-ta-1334-ds-652-display-5050mah-battery-i111361628-s1031150514.html?search=1,4158,ARUN ELECTRONICS,variant: 1350,Purple,4GB,64GB,"Rs. 14,299",Nokia,4,2021,No,Nano,5000 - 5999 mAh,8,14299.0
1351,Apple iPhone 11  A13,5.0,22.0,https://www.daraz.com.np/products/apple-iphone-11-a13-bionic-chip-128-gb-isure-i118777160-s1032552505.html?search=1,4178,iSure.,variant: 1351,Black,4GB,128GB,"Rs. 89,990",Apple,3,2020,Yes,Not Specified,3000 - 3999 mAh,12MP,89990.0
1352,Apple iPhone 14 Pro,5.0,2.0,https://www.daraz.com.np/products/apple-iphone-14-pro-oliz-store-i122720166-s1033361146.html?search=1,4178,Oliz Store,variant: 1352,Purple/Deep,6GB,128GB,"Rs. 180,190",Apple,3,2022,Yes,Not Specified,Not Specified,12,180190.0
1353,Apple iPhone 14 Pro,5.0,2.0,https://www.daraz.com.np/products/apple-iphone-14-pro-oliz-store-i122720166-s1033361146.html?search=1,4178,Oliz Store,variant: 1353,Black/Space,6GB,128GB,"Rs. 180,190",Apple,3,2022,Yes,Not Specified,Not Specified,12,180190.0
1354,Apple iPhone 14 Pro,5.0,2.0,https://www.daraz.com.np/products/apple-iphone-14-pro-oliz-store-i122720166-s1033361146.html?search=1,4178,Oliz Store,variant: 1354,Purple/Deep,6GB,256GB,"Rs. 198,890",Apple,3,2022,Yes,Not Specified,Not Specified,12,198890.0
1355,Redmi A1 Plus,4.7,13.0,https://www.daraz.com.np/products/redmi-a1-plus-a1-fingerprint-scanner-leather-texture-finish-mobile-phone-i120685030-s1032909553.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1355,Light green,2GB,32GB,"Rs. 12,499",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5,12499.0
1356,Redmi A1 Plus,4.7,13.0,https://www.daraz.com.np/products/redmi-a1-plus-a1-fingerprint-scanner-leather-texture-finish-mobile-phone-i120685030-s1032909553.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1356,Light blue,3GB,32GB,"Rs. 13,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1357,Redmi A1 Plus,4.7,13.0,https://www.daraz.com.np/products/redmi-a1-plus-a1-fingerprint-scanner-leather-texture-finish-mobile-phone-i120685030-s1032909553.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1357,Light green,3GB,32GB,"Rs. 13,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1358,Redmi A1 Plus,4.7,13.0,https://www.daraz.com.np/products/redmi-a1-plus-a1-fingerprint-scanner-leather-texture-finish-mobile-phone-i120685030-s1032909553.html?search=1,139133,Vatsal Impex Pvt Ltd,variant: 1358,Black,3GB,32GB,"Rs. 13,999",Redmi,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
1359,Samsung Galaxy A33 5,5.0,17.0,https://www.daraz.com.np/products/samsung-galaxy-a33-5g-8gb128gb-super-amoled-90hz-fast-charging-25w-i113798724-s1030945241.html?search=1,4198,246Impex,variant: 1359,Black,8GB,128GB,"Rs. 42,999",Samsung,5,2022,No,Nano,5000 - 5999 mAh,"Single13 MP, f/2.2, (wide), 1/3.1"",1.12µm",42999.0
1360,Samsung Galaxy A33 5,5.0,17.0,https://www.daraz.com.np/products/samsung-galaxy-a33-5g-8gb128gb-super-amoled-90hz-fast-charging-25w-i113798724-s1030945241.html?search=1,4198,246Impex,variant: 1360,Blue,8GB,128GB,"Rs. 42,999",Samsung,5,2022,No,Nano,5000 - 5999 mAh,"Single13 MP, f/2.2, (wide), 1/3.1"",1.12µm",42999.0
1361,Samsung Galaxy A33 5,5.0,17.0,https://www.daraz.com.np/products/samsung-galaxy-a33-5g-8gb128gb-super-amoled-90hz-fast-charging-25w-i113798724-s1030945241.html?search=1,4198,246Impex,variant: 1361,Peach,8GB,128GB,"Rs. 42,999",Samsung,5,2022,No,Nano,5000 - 5999 mAh,"Single13 MP, f/2.2, (wide), 1/3.1"",1.12µm",42999.0
1362,Apple iPhone 14 Pro ,5.0,2.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-evostore-i122751451-s1033362801.html?search=1,4178,evostore,variant: 1362,Deep Purple,6GB,128GB,"Rs. 198,890",Apple,4,2022,Yes,Not Specified,4000 - 4999 mAh,12MP,198890.0
1363,Apple iPhone 14 Pro ,5.0,2.0,https://www.daraz.com.np/products/apple-iphone-14-pro-max-evostore-i122751451-s1033362801.html?search=1,4178,evostore,variant: 1363,Space Black,6GB,128GB,"Rs. 198,890",Apple,4,2022,Yes,Not Specified,4000 - 4999 mAh,12MP,198890.0
